(33377,9723,7)
(26780,25509,4)
(20106,55381,10)
(56577,8605,12)
(50588,39952,11)
(5798,19298,9)
(52710,25040,4)
(20717,31318,5)
(39302,51376,7)
(4506,17887,10)
(27161,7829,12)
(13009,2088,7)
(48415,30612,4)
(56020,47490,2)
(14416,52143,7)
(9903,21013,6)
(22951,34730,5)
(45301,28962,17)
(25441,7875,1)
(16364,2198,6)
(1172,47933,13)
(4585,19619,10)
(47560,12308,15)
(22915,12639,13)
(54372,2598,15)
(8640,56193,10)
(36472,27348,15)
(59791,11052,6)
(42134,5657,14)
(58551,39575,12)
(27652,25164,5)
(51599,54025,4)
(52315,38941,10)
(59455,36256,14)
(25243,1721,5)
(43014,37779,12)
(40698,23954,9)
(20390,31691,8)
(41424,49214,1)
(19146,36358,15)
(59384,7079,7)
(30588,26150,9)
(36273,19247,4)
(38341,39465,4)
(1662,17960,3)
(41046,2678,16)
(24194,33504,16)
(24110,8103,13)
(51990,55525,7)
(22517,37844,5)
(36205,21542,7)
(1066,33674,14)
(5369,43173,12)
(56547,22592,11)
(11407,56421,13)
(56705,45568,6)
(4966,3764,9)
(18425,13102,1)
(25602,17141,8)
(5210,51070,12)
(59337,23187,4)
(19213,6253,6)
(59635,39935,5)
(32095,30859,10)
(36769,28833,15)
(54493,21742,5)
(44603,24737,1)
(14389,50495,7)
(36407,27343,5)
(27861,34538,3)
(52636,41413,9)
(51328,43381,11)
(57689,9985,3)
(10662,34423,2)
(17144,22495,11)
(14528,45783,7)
(14380,9739,11)
(12255,34131,10)
(42074,43937,5)
(42140,28444,6)
(38824,16717,8)
(14570,22085,10)
(49501,58075,13)
(53231,25314,10)
(19537,12276,9)
(32634,42104,10)
(35741,28074,11)
(52773,54964,10)
(40997,8247,9)
(49993,14859,3)
(2382,57963,8)
(50953,5186,5)
(45816,10054,9)
(14565,39778,14)
(34389,46671,11)
(55929,17651,13)
(48867,53625,12)
(15948,40834,6)
(3209,35598,16)
(23134,45079,4)
(821,5363,6)
(26989,55681,3)
(43431,2822,12)
(35488,2215,8)
(15480,28866,4)
(30949,55471,11)
(6397,22874,7)
(27217,5188,11)
(57953,8421,7)
(2252,26888,5)
(27760,5697,5)
(15213,29752,16)
(34850,48574,2)
(21851,20953,8)
(43647,9111,13)
(34128,19656,11)
(19674,9770,6)
(48782,59236,13)
(29601,35170,11)
(44672,1366,8)
(3574,34299,7)
(51597,8659,17)
(36069,1354,8)
(10425,15559,0)
(39947,31945,7)
(28019,52823,5)
(36827,44337,15)
(50085,22917,2)
(37861,32584,9)
(12050,1249,11)
(51884,45450,11)
(54197,35145,12)
(52223,35253,9)
(40775,16720,7)
(45769,11712,0)
(34796,22507,9)
(34430,59789,8)
(38451,41161,10)
(43462,37520,15)
(36828,13406,10)
(16775,38870,17)
(7892,44953,6)
(27266,16319,13)
(20212,18558,10)
(51976,58128,9)
(6321,41471,11)
(31562,58112,12)
(48484,10896,12)
(26582,52152,6)
(29253,22793,7)
(50189,2126,10)
(2950,55641,11)
(21610,21953,3)
(47347,926,8)
(9371,51527,11)
(30944,53629,16)
(33644,27106,10)
(8512,28108,1)
(54616,48423,5)
(33574,13145,9)
(8445,38064,10)
(42945,13914,2)
(33030,55308,8)
(40527,48538,12)
(2061,33561,10)
(36080,40429,13)
(49206,15321,12)
(39328,51428,4)
(3375,59880,6)
(7146,52898,4)
(9012,25399,1)
(22927,3137,14)
(19253,33300,17)
(50603,50627,10)
(18040,7233,11)
(9395,46566,10)
(21362,8038,8)
(52998,50447,8)
(33983,43387,0)
(25607,1342,15)
(23373,43185,12)
(56004,57494,8)
(10643,26804,12)
(35450,47500,11)
(26426,42559,9)
(18789,37295,9)
(9795,13915,11)
(1919,57828,14)
(34492,42401,7)
(599,15420,11)
(55288,16239,3)
(10694,25069,10)
(9069,9765,7)
(32051,1810,14)
(55787,33578,1)
(42714,57191,8)
(12263,6277,3)
(44138,56720,8)
(26142,37088,10)
(54771,55692,8)
(12440,27890,15)
(29561,15470,6)
(37146,33755,15)
(7089,23083,5)
(30185,49702,10)
(58441,22391,4)
(46996,28114,14)
(24866,22450,13)
(57525,39834,9)
(46713,34405,7)
(4307,2863,15)
(38638,1660,10)
(47143,15430,10)
(34970,12484,12)
(27944,20752,10)
(45878,16507,9)
(37971,44910,12)
(53925,15491,4)
(39764,35936,8)
(19975,57704,8)
(29236,12493,17)
(28382,50580,12)
(46108,35300,13)
(46445,17939,10)
(5922,44925,9)
(41940,14501,10)
(29717,16744,4)
(48176,7536,1)
(59097,45964,10)
(46948,24472,9)
(17321,56333,5)
(11434,59350,7)
(17194,2424,12)
(20080,5540,10)
(48427,18834,13)
(53824,37164,6)
(49288,59725,6)
(48434,18677,9)
(5143,57629,3)
(25200,24302,11)
(11081,7471,2)
(2809,26502,5)
(49371,7473,11)
(29269,46160,10)
(34886,51480,15)
(55347,13086,11)
(32162,31215,9)
(48409,7557,6)
(18039,6578,9)
(55297,3675,1)
(25360,54223,9)
(8388,14039,1)
(14746,26352,4)
(5268,57236,9)
(35164,6037,9)
(7757,15077,12)
(33766,17946,15)
(38363,49886,10)
(51787,9673,11)
(8449,6927,6)
(51202,36278,10)
(16520,21800,0)
(43681,38759,7)
(13809,46908,9)
(46555,30735,12)
(46261,303,9)
(5969,10728,7)
(19353,50788,6)
(7071,47003,16)
(34006,38440,3)
(28675,40634,16)
(42366,48615,7)
(58541,27469,11)
(22253,26119,10)
(35337,11408,11)
(58406,42194,4)
(7088,16186,9)
(41322,57224,9)
(17338,56914,5)
(44359,28945,1)
(5020,54231,9)
(29180,6033,12)
(33724,46265,13)
(20749,17851,3)
(36917,26457,3)
(4770,41414,13)
(35403,4786,7)
(7422,50283,11)
(7363,15253,10)
(53894,36583,7)
(377,13134,10)
(33129,1828,9)
(20096,11308,4)
(46210,37213,2)
(50586,45032,1)
(33219,18418,5)
(837,24843,14)
(27339,34320,14)
(12014,53012,9)
(37919,48363,10)
(2705,11595,10)
(28830,27984,13)
(1393,14200,9)
(41402,49011,5)
(19822,53438,9)
(6358,36586,7)
(52430,49836,17)
(30383,33807,10)
(42352,50111,12)
(46929,59448,15)
(56189,15399,1)
(23361,28540,5)
(18412,1669,6)
(23626,7935,9)
(17770,27717,7)
(33481,56952,16)
(12225,30785,11)
(24160,53669,10)
(43294,24747,5)
(43191,3988,7)
(4607,5359,3)
(20209,52109,7)
(55457,56053,3)
(5003,41588,6)
(1549,21342,3)
(12955,18574,12)
(22970,22054,12)
(10210,7705,7)
(6170,2963,7)
(16632,12347,11)
(45888,59218,11)
(4944,54106,8)
(41733,57327,6)
(33803,55803,13)
(26115,54030,16)
(20448,19050,9)
(51143,29472,17)
(16387,14088,11)
(42293,33175,10)
(45006,46578,10)
(113,58609,1)
(30626,1696,6)
(48148,7232,14)
(38846,27495,6)
(17221,57800,14)
(46535,24931,3)
(19576,858,17)
(18448,9545,16)
(13039,37534,11)
(1279,49170,16)
(27416,3800,6)
(27870,23755,4)
(5727,32857,18)
(42921,43203,14)
(59212,31241,7)
(979,25933,9)
(33480,16811,4)
(33071,20429,9)
(36512,44060,7)
(30764,9636,10)
(29913,8756,6)
(36806,53346,11)
(50219,6183,2)
(40043,41058,9)
(31807,14211,10)
(26392,58778,13)
(14610,14825,9)
(28689,28644,15)
(23506,33301,4)
(11490,47457,15)
(30665,13541,4)
(9612,48332,5)
(25935,52250,13)
(23200,25303,14)
(23236,56158,6)
(59519,55249,4)
(45661,23127,9)
(41677,49245,8)
(8393,17277,14)
(19617,33928,11)
(46708,24647,3)
(39325,48400,8)
(51285,4743,8)
(35186,4863,11)
(18461,46378,5)
(57393,16704,9)
(52461,35949,9)
(13320,31553,15)
(19979,25301,8)
(1053,4653,2)
(37743,671,3)
(49842,48914,12)
(2681,27085,16)
(8106,39500,8)
(49314,1447,4)
(34690,51873,11)
(27047,21321,4)
(33820,4491,11)
(13855,54554,9)
(9400,42557,12)
(9278,13301,11)
(28196,35807,10)
(27142,32639,9)
(36102,1758,17)
(45949,38425,7)
(15778,17033,12)
(51627,54689,0)
(36796,57154,7)
(20774,18660,16)
(24345,39809,4)
(30011,40810,10)
(13073,5733,6)
(14552,6593,3)
(23335,54813,6)
(45384,18052,6)
(56233,10688,9)
(38535,45481,14)
(9930,25394,2)
(40192,7250,11)
(52502,27872,13)
(58749,27393,6)
(43069,18327,12)
(1124,29623,2)
(31792,56139,10)
(41106,29858,16)
(30997,10701,7)
(4563,11113,4)
(44284,56572,5)
(40312,22948,9)
(30456,9578,10)
(5581,57665,12)
(18581,55285,4)
(10911,39654,16)
(22836,30514,12)
(16894,6667,9)
(1252,5258,3)
(46902,55084,10)
(47433,23418,10)
(9536,43689,6)
(32953,42320,7)
(58445,28247,16)
(22571,46383,11)
(14703,310,5)
(36386,58754,8)
(14925,36762,16)
(32893,33212,16)
(4806,45482,12)
(29480,35797,6)
(33896,47788,12)
(37703,6879,7)
(4030,30587,7)
(3581,16829,17)
(54725,54134,10)
(29940,37981,5)
(21907,40918,1)
(44381,50321,10)
(2451,32946,4)
(31900,1818,9)
(54984,3009,13)
(42818,47345,9)
(12687,31081,5)
(37290,996,7)
(11152,56557,9)
(51,18236,2)
(17597,19631,12)
(44891,41866,9)
(34895,18454,6)
(3052,22324,12)
(2352,30414,7)
(40437,31870,9)
(6437,45763,10)
(15146,54498,17)
(48225,7527,16)
(7094,478,16)
(3835,38170,5)
(287,48229,6)
(38755,26167,4)
(23736,29822,14)
(40067,48170,14)
(55868,6631,14)
(5396,119,3)
(55533,44867,6)
(10256,37926,3)
(41576,16232,12)
(43687,15478,14)
(6241,39917,14)
(29589,43757,12)
(3464,16923,2)
(28148,23155,12)
(39482,40291,10)
(20929,14202,0)
(49851,59595,8)
(50822,35916,15)
(30276,47886,12)
(47097,35657,2)
(34666,22392,14)
(4472,32682,7)
(55973,59462,15)
(40911,10191,11)
(57542,27682,6)
(28328,53352,5)
(4672,51131,9)
(14467,26851,10)
(25740,18602,12)
(43138,26688,11)
(6396,49088,14)
(47993,31968,9)
(33774,45261,6)
(54711,22211,5)
(53953,37548,13)
(48865,9039,6)
(15808,52370,9)
(47657,17476,9)
(16930,2393,2)
(54311,9608,17)
(20598,20230,9)
(2668,59711,16)
(22238,2357,5)
(35274,42129,14)
(53609,46432,9)
(51350,45787,13)
(25016,6452,14)
(39750,3968,17)
(49910,39294,13)
(41243,4435,6)
(14156,26631,13)
(3551,22623,9)
(39169,34337,2)
(17855,36208,10)
(27635,35679,9)
(21700,16357,12)
(43829,23259,8)
(34689,4726,14)
(39497,47243,8)
(48062,52259,11)
(53175,59461,9)
(28806,14657,8)
(55384,39577,13)
(56287,48950,12)
(35265,10585,11)
(50117,41831,16)
(8798,15848,10)
(43480,23425,4)
(40057,12659,12)
(14699,6615,9)
(30736,12948,8)
(46614,35778,8)
(3206,14474,15)
(18018,55246,5)
(54596,25913,13)
(45234,38686,4)
(32263,33799,3)
(37905,43700,10)
(29895,23469,7)
(15692,21226,6)
(58926,42747,6)
(5821,51227,12)
(22155,12086,6)
(30657,29966,13)
(11076,35800,7)
(28715,58475,17)
(42033,36743,10)
(29116,12369,16)
(58394,4081,15)
(13815,55311,15)
(42328,14868,4)
(51283,16120,10)
(39448,57111,13)
(19683,14285,11)
(41420,26099,3)
(31709,29183,10)
(45447,57409,12)
(57435,8642,5)
(32188,50568,6)
(46794,51433,13)
